,question,answer,img_id,type
1605,có bao nhiêu máy tính xách tay,bảy,601605,1
1606,có bao nhiêu con chim,năm,601606,1
1607,trong hình có bao nhiêu chai,hai,601607,1
1608,số lượng tòa nhà là bao nhiêu,bốn,601608,1
1609,hình có mấy cốc,bảy,601609,1
1610,trong hình có bao nhiêu cái bàn,năm,601610,1
1611,số lượng cái ghế là bao nhiêu,bảy,601611,1
1612,trong hình có bao nhiêu con cừu,bốn,601612,1
1613,số lượng xe ô tô là bao nhiêu,sáu,601613,1
1614,trong hình có bao nhiêu con gà,hai,601614,1
1615,số lượng cái ghế là bao nhiêu,sáu,601615,1
1616,số lượng con chim là bao nhiêu,tám,601616,1
1617,hình có mấy xe ô tô,bốn,601617,1
1618,hình có mấy xe ô tô,tám,601618,1
1619,trong hình có bao nhiêu quyển sách,tám,601619,1
1620,có bao nhiêu điện thoại trong hình,tám,601620,1
1621,hình có mấy cái bàn,tám,601621,1
1622,hình có mấy xe ô tô,một,601622,1
1623,số lượng xe ô tô là bao nhiêu,một,601623,1
1624,hình có mấy cái cây,bảy,601624,1
1625,có bao nhiêu con voi,bốn,601625,1
1626,số lượng chai là bao nhiêu,năm,601626,1
1627,số lượng cái cây là bao nhiêu,bốn,601627,1
1628,có bao nhiêu tòa nhà,năm,601628,1
1629,có bao nhiêu xe ô tô trong hình,năm,601629,1
1630,có bao nhiêu máy tính xách tay trong hình,ba,601630,1
1631,số lượng con bò là bao nhiêu,hai,601631,1
1632,có bao nhiêu con mèo,một,601632,1
1633,hình có mấy chai,một,601633,1
1634,có bao nhiêu con chó,bảy,601634,1
1635,hình có mấy con cừu,bảy,601635,1
1636,có bao nhiêu con chim,ba,601636,1
1637,có bao nhiêu con bò,bảy,601637,1
1638,hình có mấy con bò,bảy,601638,1
1639,trong hình có bao nhiêu con ngựa,bảy,601639,1
1640,hình có mấy cái bàn,ba,601640,1
1641,số lượng người là bao nhiêu,năm,601641,1
1642,có bao nhiêu cái cây,hai,601642,1
1643,hình có mấy điện thoại,năm,601643,1
1644,có bao nhiêu xe ô tô,sáu,601644,1
1645,có bao nhiêu máy tính xách tay trong hình,hai,601645,1
1646,có bao nhiêu tòa nhà,sáu,601646,1
1647,có bao nhiêu điện thoại,một,601647,1
1648,có bao nhiêu quyển sách trong hình,sáu,601648,1
1649,trong hình có bao nhiêu con ngựa vằn,bảy,601649,1
1650,số lượng máy tính xách tay là bao nhiêu,bốn,601650,1
1651,có bao nhiêu con chim,sáu,601651,1
1652,hình có mấy xe ô tô,bảy,601652,1
1653,có bao nhiêu con ngựa,bảy,601653,1
1654,có bao nhiêu cái cây trong hình,năm,601654,1
1655,số lượng quyển sách là bao nhiêu,hai,601655,1
1656,trong hình có bao nhiêu máy tính xách tay,ba,601656,1
1657,hình có mấy con chim,ba,601657,1
1658,có bao nhiêu con chim trong hình,bốn,601658,1
1659,có bao nhiêu quyển sách trong hình,tám,601659,1
1660,trong hình có bao nhiêu chai,bốn,601660,1
1661,hình có mấy cốc,năm,601661,1
1662,có bao nhiêu người,bảy,601662,1
1663,có bao nhiêu con mèo trong hình,hai,601663,1
1664,có bao nhiêu con chim trong hình,hai,601664,1
1665,hình có mấy con ngựa,sáu,601665,1
1666,trong hình có bao nhiêu con ngựa vằn,sáu,601666,1
1667,số lượng con ngựa vằn là bao nhiêu,bảy,601667,1
1668,có bao nhiêu điện thoại trong hình,một,601668,1
1669,có bao nhiêu con ngựa,bảy,601669,1
1670,có bao nhiêu người trong hình,một,601670,1
1671,trong hình có bao nhiêu con chim,ba,601671,1
1672,trong hình có bao nhiêu con cừu,tám,601672,1
1673,số lượng máy tính xách tay là bao nhiêu,năm,601673,1
1674,có bao nhiêu con chim,bảy,601674,1
1675,có bao nhiêu tòa nhà,năm,601675,1
1676,số lượng cốc là bao nhiêu,năm,601676,1
1677,trong hình có bao nhiêu con cừu,sáu,601677,1
1678,có bao nhiêu cái bàn,bảy,601678,1
1679,có bao nhiêu điện thoại trong hình,sáu,601679,1
1680,có bao nhiêu điện thoại,tám,601680,1
1681,trong hình có bao nhiêu con cừu,tám,601681,1
1682,có bao nhiêu điện thoại,sáu,601682,1
1683,có bao nhiêu cái ghế trong hình,năm,601683,1
1684,hình có mấy con mèo,một,601684,1
1685,trong hình có bao nhiêu con cừu,tám,601685,1
1686,trong hình có bao nhiêu con ngựa,bốn,601686,1
1687,hình có mấy xe ô tô,ba,601687,1
1688,trong hình có bao nhiêu con voi,bảy,601688,1
1689,có bao nhiêu con chim trong hình,một,601689,1
1690,có bao nhiêu người,sáu,601690,1
1691,hình có mấy chai,sáu,601691,1
1692,số lượng người là bao nhiêu,bảy,601692,1
1693,hình có mấy điện thoại,một,601693,1
1694,có bao nhiêu cái cây,bảy,601694,1
1695,số lượng cốc là bao nhiêu,một,601695,1
1696,số lượng xe ô tô là bao nhiêu,hai,601696,1
1697,số lượng cái cây là bao nhiêu,năm,601697,1
1698,hình có mấy quyển sách,một,601698,1
1699,hình có mấy cái ghế,hai,601699,1
1700,có bao nhiêu tòa nhà trong hình,một,601700,1
1701,có bao nhiêu con mèo,một,601701,1
1702,có bao nhiêu cái cây trong hình,ba,601702,1
1703,có bao nhiêu xe ô tô,năm,601703,1
1704,trong hình có bao nhiêu tòa nhà,bốn,601704,1
1705,hình có mấy xe ô tô,năm,601705,1
1706,trong hình có bao nhiêu cái bàn,bốn,601706,1
1707,có bao nhiêu xe ô tô,một,601707,1
1708,hình có mấy người,bốn,601708,1
1709,có bao nhiêu quyển sách trong hình,sáu,601709,1
1710,trong hình có bao nhiêu con cừu,bảy,601710,1
1711,có bao nhiêu con chim,tám,601711,1
1712,có bao nhiêu con ngựa,bảy,601712,1
1713,có bao nhiêu cái cây,sáu,601713,1
1714,có bao nhiêu cái cây,bảy,601714,1
1715,có bao nhiêu cái ghế,sáu,601715,1
1716,số lượng con chó là bao nhiêu,sáu,601716,1
1717,hình có mấy cốc,năm,601717,1
1718,có bao nhiêu chai trong hình,năm,601718,1
1719,có bao nhiêu cái ghế trong hình,một,601719,1
1720,số lượng chai là bao nhiêu,một,601720,1
1721,có bao nhiêu cốc,hai,601721,1
1722,trong hình có bao nhiêu cái cây,sáu,601722,1
1723,trong hình có bao nhiêu điện thoại,bảy,601723,1
1724,có bao nhiêu chai trong hình,bảy,601724,1
1725,hình có mấy cái ghế,bảy,601725,1
1726,hình có mấy cái ghế,hai,601726,1
1727,số lượng cái cây là bao nhiêu,tám,601727,1
1728,có bao nhiêu con ngựa vằn trong hình,một,601728,1
1729,có bao nhiêu cái bàn,ba,601729,1
1730,có bao nhiêu điện thoại trong hình,tám,601730,1
1731,có bao nhiêu chai trong hình,một,601731,1
1732,trong hình có bao nhiêu cái ghế,hai,601732,1
1733,trong hình có bao nhiêu cái bàn,một,601733,1
1734,trong hình có bao nhiêu cốc,năm,601734,1
1735,trong hình có bao nhiêu xe ô tô,bảy,601735,1
1736,số lượng con voi là bao nhiêu,năm,601736,1
1737,số lượng điện thoại là bao nhiêu,bốn,601737,1
1738,có bao nhiêu máy tính xách tay trong hình,tám,601738,1
1739,trong hình có bao nhiêu chai,năm,601739,1
1740,có bao nhiêu cái cây trong hình,hai,601740,1
1741,có bao nhiêu cái cây trong hình,sáu,601741,1
1742,trong hình có bao nhiêu con gà,ba,601742,1
1743,hình có mấy cái bàn,sáu,601743,1
1744,số lượng con cừu là bao nhiêu,một,601744,1
1745,trong hình có bao nhiêu cốc,ba,601745,1
1746,có bao nhiêu máy tính xách tay trong hình,bốn,601746,1
1747,hình có mấy quyển sách,năm,601747,1
1748,có bao nhiêu xe ô tô trong hình,năm,601748,1
1749,trong hình có bao nhiêu con bò,ba,601749,1
1750,trong hình có bao nhiêu cốc,một,601750,1
1751,trong hình có bao nhiêu con voi,hai,601751,1
1752,trong hình có bao nhiêu con bò,sáu,601752,1
1753,số lượng cốc là bao nhiêu,tám,601753,1
1754,trong hình có bao nhiêu người,sáu,601754,1
1755,hình có mấy người,năm,601755,1
1756,số lượng con ngựa vằn là bao nhiêu,năm,601756,1
1757,có bao nhiêu tòa nhà,năm,601757,1
1758,có bao nhiêu máy tính xách tay,năm,601758,1
1759,có bao nhiêu xe ô tô trong hình,bốn,601759,1
1760,số lượng chai là bao nhiêu,một,601760,1
1761,có bao nhiêu xe ô tô trong hình,tám,601761,1
1762,hình có mấy con chim,hai,601762,1
1763,có bao nhiêu xe ô tô,tám,601763,1
1764,có bao nhiêu máy tính xách tay,tám,601764,1
1765,trong hình có bao nhiêu quyển sách,hai,601765,1
1766,có bao nhiêu cái cây,bốn,601766,1
1767,hình có mấy người,năm,601767,1
1768,số lượng con cừu là bao nhiêu,bốn,601768,1
1769,có bao nhiêu cái ghế,ba,601769,1
1770,trong hình có bao nhiêu cái cây,tám,601770,1
1771,hình có mấy điện thoại,bảy,601771,1
1772,trong hình có bao nhiêu con ngựa vằn,bảy,601772,1
1773,trong hình có bao nhiêu con cừu,bốn,601773,1
1774,trong hình có bao nhiêu máy tính xách tay,bảy,601774,1
1775,hình có mấy cốc,sáu,601775,1
1776,trong hình có bao nhiêu chai,sáu,601776,1
1777,số lượng con bò là bao nhiêu,bảy,601777,1
1778,có bao nhiêu con hươu cao cổ,ba,601778,1
1779,có bao nhiêu con cừu,bảy,601779,1
1780,có bao nhiêu điện thoại,một,601780,1
1781,có bao nhiêu con bò,năm,601781,1
1782,hình có mấy tòa nhà,bảy,601782,1
1783,trong hình có bao nhiêu con hươu cao cổ,ba,601783,1
1784,trong hình có bao nhiêu quyển sách,bốn,601784,1
1785,có bao nhiêu cái cây trong hình,năm,601785,1
1786,trong hình có bao nhiêu người,một,601786,1
1787,số lượng cốc là bao nhiêu,bảy,601787,1
1788,có bao nhiêu cái ghế,một,601788,1
1789,có bao nhiêu con mèo,hai,601789,1
1790,số lượng con hươu cao cổ là bao nhiêu,năm,601790,1
1791,có bao nhiêu con chó,bảy,601791,1
1792,hình có mấy điện thoại,tám,601792,1
1793,có bao nhiêu con chim trong hình,bốn,601793,1
1794,có bao nhiêu chai,hai,601794,1
1795,trong hình có bao nhiêu cốc,bốn,601795,1
1796,có bao nhiêu cái bàn,năm,601796,1
1797,trong hình có bao nhiêu con chó,sáu,601797,1
1798,hình có mấy con ngựa vằn,bốn,601798,1
1799,số lượng tòa nhà là bao nhiêu,bảy,601799,1
1800,hình có mấy cái bàn,bốn,601800,1
1801,có bao nhiêu máy tính xách tay,tám,601801,1
1802,hình có mấy xe ô tô,tám,601802,1
1803,trong hình có bao nhiêu điện thoại,tám,601803,1
1804,trong hình có bao nhiêu cái bàn,ba,601804,1
1805,hình có mấy cái cây,bốn,601805,1
1806,hình có mấy con hươu cao cổ,tám,601806,1
1807,trong hình có bao nhiêu tòa nhà,bảy,601807,1
1808,có bao nhiêu xe ô tô trong hình,bảy,601808,1
1809,có bao nhiêu chai,bốn,601809,1
1810,hình có mấy tòa nhà,bốn,601810,1
1811,trong hình có bao nhiêu tòa nhà,năm,601811,1
1812,số lượng xe ô tô là bao nhiêu,một,601812,1
1813,số lượng cái ghế là bao nhiêu,một,601813,1
1814,có bao nhiêu chai trong hình,hai,601814,1
1815,có bao nhiêu tòa nhà,bốn,601815,1
1816,trong hình có bao nhiêu chai,hai,601816,1
1817,số lượng máy tính xách tay là bao nhiêu,bốn,601817,1
1818,số lượng máy tính xách tay là bao nhiêu,một,601818,1
1819,có bao nhiêu cái ghế,hai,601819,1
1820,có bao nhiêu con hươu cao cổ trong hình,năm,601820,1
1821,có bao nhiêu điện thoại,bảy,601821,1
1822,số lượng cái cây là bao nhiêu,bốn,601822,1
1823,có bao nhiêu người trong hình,hai,601823,1
1824,có bao nhiêu quyển sách trong hình,bảy,601824,1
1825,số lượng chai là bao nhiêu,bảy,601825,1
1826,có bao nhiêu con voi,sáu,601826,1
1827,số lượng cái bàn là bao nhiêu,ba,601827,1
1828,có bao nhiêu cái bàn trong hình,một,601828,1
1829,hình có mấy tòa nhà,bảy,601829,1
1830,có bao nhiêu chai,năm,601830,1
1831,có bao nhiêu con chim trong hình,năm,601831,1
1832,có bao nhiêu con chim trong hình,năm,601832,1
1833,hình có mấy con chim,ba,601833,1
1834,số lượng điện thoại là bao nhiêu,bảy,601834,1
1835,có bao nhiêu máy tính xách tay trong hình,năm,601835,1
1836,trong hình có bao nhiêu điện thoại,sáu,601836,1
1837,số lượng con chim là bao nhiêu,bảy,601837,1
1838,số lượng con gà là bao nhiêu,bảy,601838,1
1839,số lượng con bò là bao nhiêu,tám,601839,1
1840,trong hình có bao nhiêu người,một,601840,1
1841,có bao nhiêu xe ô tô trong hình,một,601841,1
1842,hình có mấy cái bàn,sáu,601842,1
1843,trong hình có bao nhiêu quyển sách,năm,601843,1
1844,trong hình có bao nhiêu con chim,một,601844,1
1845,có bao nhiêu cái bàn trong hình,năm,601845,1
1846,số lượng điện thoại là bao nhiêu,ba,601846,1
1847,có bao nhiêu cái bàn,sáu,601847,1
1848,có bao nhiêu tòa nhà,bảy,601848,1
1849,số lượng con ngựa vằn là bao nhiêu,hai,601849,1
1850,có bao nhiêu cái cây,một,601850,1
1851,có bao nhiêu con voi trong hình,hai,601851,1
1852,hình có mấy quyển sách,một,601852,1
1853,có bao nhiêu cái bàn,tám,601853,1
1854,số lượng con chim là bao nhiêu,ba,601854,1
1855,trong hình có bao nhiêu cái bàn,bốn,601855,1
1856,số lượng máy tính xách tay là bao nhiêu,bảy,601856,1
1857,số lượng con chim là bao nhiêu,bốn,601857,1
1858,hình có mấy xe ô tô,hai,601858,1
1859,có bao nhiêu con mèo trong hình,bảy,601859,1
1860,trong hình có bao nhiêu tòa nhà,tám,601860,1
1861,hình có mấy xe ô tô,ba,601861,1
1862,hình có mấy điện thoại,bảy,601862,1
1863,có bao nhiêu chai trong hình,hai,601863,1
1864,số lượng con mèo là bao nhiêu,một,601864,1
1865,hình có mấy chai,một,601865,1
1866,hình có mấy quyển sách,bảy,601866,1
1867,trong hình có bao nhiêu điện thoại,bảy,601867,1
1868,trong hình có bao nhiêu con chim,sáu,601868,1
1869,hình có mấy con chó,hai,601869,1
1870,có bao nhiêu con cừu trong hình,bốn,601870,1
1871,hình có mấy người,một,601871,1
1872,có bao nhiêu cái ghế,tám,601872,1
1873,hình có mấy con chó,tám,601873,1
1874,hình có mấy con cừu,một,601874,1
1875,có bao nhiêu cốc,bảy,601875,1
1876,hình có mấy con chim,sáu,601876,1
1877,hình có mấy điện thoại,hai,601877,1
1878,có bao nhiêu tòa nhà,bốn,601878,1
1879,có bao nhiêu điện thoại,bảy,601879,1
1880,có bao nhiêu con chó,ba,601880,1
1881,trong hình có bao nhiêu con chim,tám,601881,1
1882,trong hình có bao nhiêu con mèo,một,601882,1
1883,có bao nhiêu điện thoại trong hình,ba,601883,1
1884,số lượng cái cây là bao nhiêu,một,601884,1
1885,số lượng con mèo là bao nhiêu,bốn,601885,1
1886,số lượng máy tính xách tay là bao nhiêu,năm,601886,1
1887,hình có mấy cốc,sáu,601887,1
1888,số lượng con voi là bao nhiêu,năm,601888,1
1889,có bao nhiêu con chim,sáu,601889,1
1890,số lượng con ngựa là bao nhiêu,tám,601890,1
1891,trong hình có bao nhiêu điện thoại,ba,601891,1
1892,số lượng điện thoại là bao nhiêu,ba,601892,1
1893,có bao nhiêu con chim trong hình,ba,601893,1
1894,trong hình có bao nhiêu cái ghế,ba,601894,1
1895,trong hình có bao nhiêu cái cây,tám,601895,1
1896,số lượng tòa nhà là bao nhiêu,sáu,601896,1
1897,trong hình có bao nhiêu điện thoại,một,601897,1
1898,hình có mấy cái bàn,ba,601898,1
1899,hình có mấy tòa nhà,bốn,601899,1
1900,hình có mấy con chim,ba,601900,1
1901,có bao nhiêu cái ghế,bốn,601901,1
1902,có bao nhiêu cái bàn,bảy,601902,1
1903,hình có mấy cốc,bốn,601903,1
1904,có bao nhiêu con chim,một,601904,1
1905,có bao nhiêu con chim,bảy,601905,1
1906,có bao nhiêu cốc,bốn,601906,1
1907,có bao nhiêu chai,bảy,601907,1
1908,có bao nhiêu điện thoại,ba,601908,1
1909,số lượng người là bao nhiêu,tám,601909,1
1910,có bao nhiêu quyển sách trong hình,hai,601910,1
1911,có bao nhiêu con chim trong hình,hai,601911,1
1912,có bao nhiêu tòa nhà trong hình,hai,601912,1
1913,có bao nhiêu chai trong hình,một,601913,1
1914,hình có mấy xe ô tô,bảy,601914,1
1915,trong hình có bao nhiêu con bò,bảy,601915,1
1916,có bao nhiêu con bò trong hình,hai,601916,1
1917,hình có mấy máy tính xách tay,tám,601917,1
1918,có bao nhiêu con chim trong hình,năm,601918,1
1919,có bao nhiêu quyển sách,năm,601919,1
1920,trong hình có bao nhiêu con chó,năm,601920,1
1921,có bao nhiêu điện thoại,bảy,601921,1
1922,có bao nhiêu quyển sách,năm,601922,1
1923,số lượng con hươu cao cổ là bao nhiêu,hai,601923,1
1924,trong hình có bao nhiêu cái bàn,bốn,601924,1
1925,hình có mấy xe ô tô,một,601925,1
1926,hình có mấy con ngựa vằn,sáu,601926,1
1927,có bao nhiêu cái ghế trong hình,ba,601927,1
1928,có bao nhiêu quyển sách,năm,601928,1
1929,hình có mấy con chó,hai,601929,1
1930,có bao nhiêu con voi trong hình,tám,601930,1
1931,có bao nhiêu con chim,sáu,601931,1
1932,hình có mấy cốc,sáu,601932,1
1933,có bao nhiêu điện thoại,sáu,601933,1
1934,trong hình có bao nhiêu con mèo,năm,601934,1
1935,số lượng con bò là bao nhiêu,năm,601935,1
1936,số lượng con chim là bao nhiêu,năm,601936,1
1937,hình có mấy con chim,hai,601937,1
1938,có bao nhiêu con gà,năm,601938,1
1939,có bao nhiêu cốc trong hình,năm,601939,1
1940,có bao nhiêu cái cây trong hình,tám,601940,1
1941,có bao nhiêu quyển sách,ba,601941,1
1942,có bao nhiêu con cừu trong hình,hai,601942,1
1943,có bao nhiêu con gà trong hình,một,601943,1
1944,trong hình có bao nhiêu con gà,hai,601944,1
1945,có bao nhiêu con chim trong hình,một,601945,1
1946,trong hình có bao nhiêu cốc,bảy,601946,1
1947,số lượng quyển sách là bao nhiêu,sáu,601947,1
1948,có bao nhiêu chai,tám,601948,1
1949,hình có mấy tòa nhà,bốn,601949,1
1950,có bao nhiêu con ngựa vằn,năm,601950,1
1951,có bao nhiêu con gà trong hình,bảy,601951,1
1952,có bao nhiêu con bò trong hình,hai,601952,1
1953,số lượng cái cây là bao nhiêu,một,601953,1
1954,hình có mấy người,bảy,601954,1
1955,số lượng tòa nhà là bao nhiêu,bảy,601955,1
1956,trong hình có bao nhiêu xe ô tô,bảy,601956,1
1957,số lượng máy tính xách tay là bao nhiêu,một,601957,1
1958,hình có mấy chai,bảy,601958,1
1959,có bao nhiêu cái cây trong hình,bảy,601959,1
1960,trong hình có bao nhiêu máy tính xách tay,năm,601960,1
1961,hình có mấy máy tính xách tay,tám,601961,1
1962,có bao nhiêu điện thoại,sáu,601962,1
1963,có bao nhiêu cái bàn trong hình,năm,601963,1
1964,hình có mấy cốc,năm,601964,1
1965,trong hình có bao nhiêu cái bàn,một,601965,1
1966,trong hình có bao nhiêu quyển sách,sáu,601966,1
1967,hình có mấy cái cây,ba,601967,1
1968,hình có mấy cái cây,sáu,601968,1
1969,số lượng tòa nhà là bao nhiêu,bốn,601969,1
1970,hình có mấy con voi,bốn,601970,1
1971,hình có mấy xe ô tô,ba,601971,1
1972,có bao nhiêu con chim,ba,601972,1
1973,trong hình có bao nhiêu cái cây,bảy,601973,1
1974,hình có mấy cái ghế,hai,601974,1
1975,có bao nhiêu con bò trong hình,sáu,601975,1
1976,hình có mấy cái ghế,bảy,601976,1
1977,số lượng tòa nhà là bao nhiêu,năm,601977,1
1978,trong hình có bao nhiêu cái cây,hai,601978,1
1979,số lượng quyển sách là bao nhiêu,ba,601979,1
1980,có bao nhiêu cốc trong hình,một,601980,1
1981,trong hình có bao nhiêu cái cây,bảy,601981,1
1982,trong hình có bao nhiêu cái ghế,bốn,601982,1
1983,trong hình có bao nhiêu tòa nhà,tám,601983,1
1984,có bao nhiêu điện thoại,tám,601984,1
1985,có bao nhiêu xe ô tô trong hình,bốn,601985,1
1986,số lượng chai là bao nhiêu,ba,601986,1
1987,hình có mấy con hươu cao cổ,một,601987,1
1988,trong hình có bao nhiêu con bò,tám,601988,1
1989,hình có mấy con chim,tám,601989,1
1990,hình có mấy điện thoại,hai,601990,1
1991,có bao nhiêu con chim trong hình,tám,601991,1
1992,số lượng chai là bao nhiêu,bảy,601992,1
1993,có bao nhiêu con gà,bốn,601993,1
1994,số lượng người là bao nhiêu,tám,601994,1
1995,trong hình có bao nhiêu con hươu cao cổ,tám,601995,1
1996,trong hình có bao nhiêu điện thoại,bốn,601996,1
1997,số lượng con bò là bao nhiêu,năm,601997,1
1998,có bao nhiêu con bò,sáu,601998,1
1999,có bao nhiêu cốc,ba,601999,1
2000,hình có mấy con cừu,năm,602000,1
2001,trong hình có bao nhiêu con gà,bảy,602001,1
2002,có bao nhiêu cái ghế,ba,602002,1
2003,trong hình có bao nhiêu người,tám,602003,1
2004,có bao nhiêu xe ô tô trong hình,tám,602004,1
2005,hình có mấy chai,sáu,602005,1
2006,có bao nhiêu người,bảy,602006,1
2007,có bao nhiêu điện thoại trong hình,tám,602007,1
2008,có bao nhiêu con cừu,bảy,602008,1
2009,trong hình có bao nhiêu con mèo,một,602009,1
2010,có bao nhiêu con chim,một,602010,1
2011,có bao nhiêu con mèo,năm,602011,1
2012,có bao nhiêu con gà trong hình,ba,602012,1
2013,có bao nhiêu quyển sách trong hình,một,602013,1
2014,có bao nhiêu tòa nhà,hai,602014,1
2015,có bao nhiêu cái ghế,một,602015,1
2016,số lượng điện thoại là bao nhiêu,tám,602016,1
2017,trong hình có bao nhiêu con mèo,bốn,602017,1
2018,có bao nhiêu người trong hình,bốn,602018,1
2019,hình có mấy điện thoại,bốn,602019,1
2020,hình có mấy tòa nhà,bảy,602020,1
2021,trong hình có bao nhiêu cái ghế,bảy,602021,1
2022,số lượng con gà là bao nhiêu,một,602022,1
2023,có bao nhiêu con ngựa trong hình,sáu,602023,1
2024,màu sắc của xe ô tô là gì,màu cam,602024,2
2025,con bò có màu gì,màu tím,602025,2
2026,màu của tàu hỏa là gì,màu vàng,602026,2
2027,con bò có màu gì,màu nâu,602027,2
2028,màu của cốc là gì,màu đen,602028,2
2029,màu con ngựa là gì,màu đỏ,602029,2
2030,màu của xe ô tô là gì,màu xám,602030,2
2031,màu của xe ô tô là gì,màu nâu,602031,2
2032,màu của xe buýt là gì,màu tím,602032,2
2033,màu của dress là gì,màu đỏ,602033,2
2034,màu xe máy là gì,màu cam,602034,2
2035,màu sắc của xe ô tô là gì,màu trắng,602035,2
2036,túi có màu gì,màu xanh lá,602036,2
2037,xe máy có màu gì,màu vàng,602037,2
2038,màu sắc của con thỏ là gì,màu nâu,602038,2
2039,màu sắc của con chó là gì,màu đỏ,602039,2
2040,xe ô tô có màu gì,màu xanh lá,602040,2
2041,quả bóng có màu gì,màu xanh dương,602041,2
2042,con chim có màu gì,màu đen,602042,2
2043,cái ghế có màu gì,màu cam,602043,2
2044,màu của con ngựa là gì,màu đỏ,602044,2
2045,màu sắc của door là gì,màu cam,602045,2
2046,màu sắc của đĩa là gì,màu tím,602046,2
2047,cái bàn có màu gì,màu trắng,602047,2
2048,tàu hỏa có màu gì,màu vàng,602048,2
2049,màu của wall là gì,màu đỏ,602049,2
2050,con ngựa có màu gì,màu xanh lá,602050,2
2051,màu của quả bóng là gì,màu trắng,602051,2
2052,màu sắc của cái ghế là gì,màu vàng,602052,2
2053,màu sắc của xe đạp là gì,màu hồng,602053,2
2054,màu con ngựa là gì,màu xanh dương,602054,2
2055,màu xe máy là gì,màu hồng,602055,2
2056,màu con ngựa là gì,màu xanh lá,602056,2
2057,màu của quả bóng là gì,màu tím,602057,2
2058,màu của shirt là gì,màu vàng,602058,2
2059,con chim có màu gì,màu xanh dương,602059,2
2060,đĩa có màu gì,màu đen,602060,2
2061,dress có màu gì,màu xanh dương,602061,2
2062,xe tải có màu gì,màu hồng,602062,2
2063,màu của con chim là gì,màu đen,602063,2
2064,màu con ngựa là gì,màu đen,602064,2
2065,đĩa có màu gì,màu nâu,602065,2
2066,màu sắc của dress là gì,màu đen,602066,2
2067,xe tải có màu gì,màu hồng,602067,2
2068,màu của con thỏ là gì,màu cam,602068,2
2069,màu sắc của con chim là gì,màu đỏ,602069,2
2070,túi có màu gì,màu nâu,602070,2
2071,màu xe đạp là gì,màu trắng,602071,2
2072,màu con bò là gì,màu vàng,602072,2
2073,màu shirt là gì,màu xanh dương,602073,2
2074,quả bóng có màu gì,màu xanh dương,602074,2
2075,màu của xe ô tô là gì,màu đỏ,602075,2
2076,màu sắc của cốc là gì,màu xanh dương,602076,2
2077,màu sắc của tàu hỏa là gì,màu trắng,602077,2
2078,door có màu gì,màu tím,602078,2
2079,màu con mèo là gì,màu đỏ,602079,2
2080,màu wall là gì,màu cam,602080,2
2081,màu tàu hỏa là gì,màu xanh dương,602081,2
2082,màu sắc của đĩa là gì,màu hồng,602082,2
2083,xe đạp có màu gì,màu trắng,602083,2
2084,màu dress là gì,màu cam,602084,2
2085,màu của xe ô tô là gì,màu trắng,602085,2
2086,con mèo có màu gì,màu vàng,602086,2
2087,màu sắc của xe buýt là gì,màu vàng,602087,2
2088,màu sắc của vase là gì,màu xanh dương,602088,2
2089,màu con mèo là gì,màu hồng,602089,2
2090,màu door là gì,màu xanh lá,602090,2
2091,xe đạp có màu gì,màu đen,602091,2
2092,màu sắc của door là gì,màu trắng,602092,2
2093,màu xe ô tô là gì,màu hồng,602093,2
2094,màu xe buýt là gì,màu nâu,602094,2
2095,màu shirt là gì,màu cam,602095,2
2096,màu sắc của con thỏ là gì,màu xám,602096,2
2097,màu cái bàn là gì,màu trắng,602097,2
2098,màu của con thỏ là gì,màu cam,602098,2
2099,màu shirt là gì,màu hồng,602099,2
2100,màu con chim là gì,màu vàng,602100,2
2101,màu của door là gì,màu xám,602101,2
2102,màu sắc của túi là gì,màu nâu,602102,2
2103,con bò có màu gì,màu trắng,602103,2
2104,con chim có màu gì,màu hồng,602104,2
2105,màu xe ô tô là gì,màu xanh lá,602105,2
2106,màu của con bò là gì,màu xanh lá,602106,2
2107,màu sắc của cái bàn là gì,màu cam,602107,2
2108,màu con thỏ là gì,màu nâu,602108,2
2109,màu đĩa là gì,màu vàng,602109,2
2110,màu sắc của quả bóng là gì,màu xanh dương,602110,2
2111,màu sắc của xe đạp là gì,màu đen,602111,2
2112,màu sắc của tàu hỏa là gì,màu xám,602112,2
2113,màu tàu hỏa là gì,màu xanh lá,602113,2
2114,màu của con chim là gì,màu xanh lá,602114,2
2115,màu sắc của door là gì,màu trắng,602115,2
2116,màu sắc của con mèo là gì,màu hồng,602116,2
2117,màu của xe ô tô là gì,màu đỏ,602117,2
2118,màu xe đạp là gì,màu hồng,602118,2
2119,quả bóng có màu gì,màu cam,602119,2
2120,xe tải có màu gì,màu tím,602120,2
2121,xe ô tô có màu gì,màu tím,602121,2
2122,màu sắc của dress là gì,màu nâu,602122,2
2123,màu con chó là gì,màu đỏ,602123,2
2124,con bò có màu gì,màu xanh dương,602124,2
2125,màu của xe ô tô là gì,màu đen,602125,2
2126,cái bàn có màu gì,màu cam,602126,2
2127,màu của xe buýt là gì,màu trắng,602127,2
2128,màu shirt là gì,màu xanh lá,602128,2
2129,màu wall là gì,màu đen,602129,2
2130,màu túi là gì,màu nâu,602130,2
2131,con ngựa có màu gì,màu đỏ,602131,2
2132,màu xe ô tô là gì,màu hồng,602132,2
2133,màu của cốc là gì,màu đen,602133,2
2134,màu sắc của xe tải là gì,màu vàng,602134,2
2135,cái ghế có màu gì,màu trắng,602135,2
